date,org,prev_snap_1,prev_snap_2,prev_snap_3,prev_snap_4,project,target_snap,user
2018-05-11,2,0,0,0,0,455,131,82
2018-05-11,2,279,74,0,0,170,240,82
2018-05-11,2,240,279,74,0,170,368,82
2018-05-11,2,0,0,0,0,170,74,82
2018-05-11,2,368,240,279,74,170,461,82
2018-05-11,2,74,0,0,0,170,279,82
2018-05-11,2,350,240,0,0,170,30,82
2018-05-11,2,240,0,0,0,170,350,82
2018-05-11,2,350,240,0,0,170,30,82
2018-05-11,2,350,240,0,0,170,461,82
2018-05-11,2,0,0,0,0,170,240,82
2018-05-11,2,0,0,0,0,455,212,82
2018-05-11,2,368,274,442,212,455,461,82
2018-05-11,2,212,0,0,0,455,442,82
2018-05-11,2,442,212,0,0,455,274,82
2018-05-11,2,274,442,212,0,455,368,82
2018-05-11,2,0,0,0,0,170,240,82
2018-05-11,2,240,338,240,0,170,461,82
2018-05-11,2,338,240,0,0,170,240,82
2018-05-11,2,338,240,0,0,170,461,82
2018-05-11,2,240,0,0,0,170,338,82
2018-05-11,2,0,0,0,0,170,240,82
2018-05-11,2,10,240,0,0,170,461,82
2018-05-11,2,240,0,0,0,170,10,82
2018-05-11,2,0,0,0,0,170,391,82
2018-05-11,2,0,0,0,0,170,391,82
2018-05-11,2,240,0,0,0,170,226,82
2018-05-11,2,0,0,0,0,170,240,82
2018-05-11,2,226,240,0,0,170,461,82
2018-05-11,2,401,0,0,0,170,209,82
2018-05-11,2,0,0,0,0,170,401,82
2018-05-11,2,368,124,240,0,170,461,82
2018-05-11,2,240,0,0,0,170,124,82
2018-05-11,2,0,0,0,0,170,240,82
2018-05-11,2,124,240,0,0,170,368,82
2018-05-11,2,0,0,0,0,170,432,82
2018-05-11,2,432,0,0,0,170,240,82
2018-05-11,2,240,432,0,0,170,85,82
2018-05-11,2,296,240,0,0,170,185,82
2018-05-11,2,240,0,0,0,170,296,82
2018-05-11,2,368,110,185,296,170,461,82
2018-05-11,2,0,0,0,0,170,240,82
2018-05-11,2,110,185,296,240,170,368,82
2018-05-11,2,185,296,240,0,170,110,82
2018-05-11,2,138,416,0,0,170,240,82
2018-05-11,2,240,138,416,0,170,461,82
2018-05-11,2,0,0,0,0,170,416,82
2018-05-11,2,416,0,0,0,170,138,82
2018-05-11,2,0,0,0,0,170,453,82
2018-05-11,2,219,219,219,219,170,219,82
2018-05-11,2,219,219,219,219,170,219,82
2018-05-11,2,219,219,0,0,170,219,82
2018-05-11,2,219,219,219,219,170,461,82
2018-05-11,2,219,219,219,219,170,219,82
2018-05-11,2,0,0,0,0,170,219,82
2018-05-11,2,219,219,219,219,170,219,82
2018-05-11,2,219,219,219,0,170,219,82
2018-05-11,2,219,0,0,0,170,219,82
2018-05-11,2,219,219,219,219,170,219,82
2018-05-11,2,0,0,0,0,455,118,82
2018-05-11,2,368,279,118,0,455,461,82
2018-05-11,2,279,118,0,0,455,368,82
2018-05-11,2,118,0,0,0,455,279,82
2018-05-11,2,0,0,0,0,170,37,82
2018-05-11,2,240,0,0,0,170,415,82
2018-05-11,2,0,0,0,0,170,240,82
2018-05-11,2,415,240,0,0,170,30,82
2018-05-11,2,415,240,0,0,170,30,82
2018-05-11,2,240,0,0,0,170,323,82
2018-05-11,2,0,0,0,0,170,240,82
2018-05-11,2,432,0,0,0,170,343,82
2018-05-11,2,368,283,343,432,170,461,82
2018-05-11,2,343,432,0,0,170,283,82
2018-05-11,2,283,343,432,0,170,368,82
2018-05-11,2,0,0,0,0,170,432,82
2018-05-11,2,416,0,0,0,170,322,82
2018-05-11,2,416,0,0,0,170,322,82
2018-05-11,2,0,0,0,0,170,416,82
2018-05-11,2,0,0,0,0,170,416,82
2018-05-11,2,240,0,0,0,170,2,82
2018-05-11,2,240,2,240,0,170,461,82
2018-05-11,2,0,0,0,0,170,240,82
2018-05-11,2,2,240,0,0,170,240,82
2018-05-11,2,2,240,0,0,170,461,82
2018-05-11,2,240,416,0,0,170,400,82
2018-05-11,2,0,0,0,0,170,416,82
2018-05-11,2,400,240,416,0,170,240,82
2018-05-11,2,416,0,0,0,170,240,82
2018-05-11,2,400,240,416,0,170,461,82
2018-05-11,2,240,400,240,416,170,461,82
2018-05-11,2,0,0,0,0,170,255,82
2018-05-11,2,255,255,0,0,170,255,82
2018-05-11,2,255,255,255,0,170,461,82
2018-05-11,2,255,0,0,0,170,255,82
2018-05-11,2,0,0,0,0,170,240,82
2018-05-11,2,156,70,240,0,170,368,82
2018-05-11,2,240,0,0,0,170,70,82
2018-05-11,2,368,156,70,240,170,240,82
2018-05-11,2,240,368,156,70,170,461,82
2018-05-11,2,70,240,0,0,170,156,82
2018-05-11,2,0,0,0,0,170,229,82
2018-05-11,2,229,0,0,0,170,461,82
2018-05-11,2,0,0,0,0,170,416,82
2018-05-11,2,416,0,0,0,170,240,82
2018-05-11,2,240,416,0,0,170,415,82
2018-05-11,2,110,0,0,0,170,240,82
2018-05-11,2,296,240,110,0,170,185,82
2018-05-11,2,110,0,0,0,170,240,82
2018-05-11,2,240,110,0,0,170,296,82
2018-05-11,2,296,240,110,0,170,185,82
2018-05-11,2,0,0,0,0,170,110,82
2018-05-11,2,0,0,0,0,170,110,82
2018-05-11,2,240,110,0,0,170,296,82
2018-05-11,2,14,0,0,0,170,240,82
2018-05-11,2,240,14,0,0,170,368,82
2018-05-11,2,368,240,14,0,170,461,82
2018-05-11,2,14,0,0,0,170,30,82
2018-05-11,2,0,0,0,0,170,14,82
2018-05-11,2,240,223,88,0,455,159,82
2018-05-11,2,0,0,0,0,455,88,82
2018-05-11,2,88,0,0,0,455,223,82
2018-05-11,2,223,88,0,0,455,240,82
2018-05-11,2,226,224,226,0,170,240,82
2018-05-11,2,471,200,240,226,170,461,82
2018-05-11,2,200,240,226,224,170,471,82
2018-05-11,2,224,226,0,0,170,226,82
2018-05-11,2,0,0,0,0,170,226,82
2018-05-11,2,240,226,224,226,170,200,82
2018-05-11,2,226,0,0,0,170,224,82
2018-05-11,2,241,240,339,429,170,369,82
2018-05-11,2,240,339,429,0,170,241,82
2018-05-11,2,339,429,0,0,170,240,82
2018-05-11,2,429,0,0,0,170,339,82
2018-05-11,2,0,0,0,0,170,429,82
2018-05-11,2,226,226,226,226,170,461,82
2018-05-11,2,226,0,0,0,170,226,82
2018-05-11,2,240,226,226,226,170,461,82
2018-05-11,2,226,226,226,226,170,240,82
2018-05-11,2,226,226,226,0,170,226,82
2018-05-11,2,226,226,0,0,170,226,82
2018-05-11,2,0,0,0,0,170,226,82
2018-05-11,2,386,240,0,0,170,240,82
2018-05-11,2,240,386,240,0,170,154,82
2018-05-11,2,240,0,0,0,170,386,82
2018-05-11,2,0,0,0,0,170,240,82
2018-05-11,2,368,226,0,0,170,240,82
2018-05-11,2,240,368,226,0,170,461,82
2018-05-11,2,226,0,0,0,170,368,82
2018-05-11,2,240,368,226,0,170,461,82
2018-05-11,2,0,0,0,0,170,226,82
2018-05-11,2,0,0,0,0,170,226,82
2018-05-11,2,368,226,0,0,170,240,82
2018-05-11,2,226,0,0,0,170,368,82
2018-05-11,2,240,240,240,0,170,400,82
2018-05-11,2,240,0,0,0,170,240,82
2018-05-11,2,240,240,0,0,170,240,82
2018-05-11,2,0,0,0,0,170,240,82
2018-05-11,2,0,0,0,0,170,149,82
2018-05-11,2,149,0,0,0,170,38,82
2018-05-11,2,416,432,0,0,170,195,82
2018-05-11,2,0,0,0,0,170,240,82
2018-05-11,2,240,178,169,343,170,368,82
2018-05-11,2,240,0,0,0,170,343,82
2018-05-11,2,368,240,178,169,170,461,82
2018-05-11,2,195,416,432,0,170,251,82
2018-05-11,2,343,240,0,0,170,169,82
2018-05-11,2,178,169,343,240,170,240,82
2018-05-11,2,0,0,0,0,170,432,82
2018-05-11,2,169,343,240,0,170,178,82
2018-05-11,2,432,0,0,0,170,416,82
2018-05-11,2,416,255,255,0,170,240,82
2018-05-11,2,0,0,0,0,170,255,82
2018-05-11,2,255,255,0,0,170,416,82
2018-05-11,2,257,343,240,416,170,255,82
2018-05-11,2,240,416,255,255,170,343,82
2018-05-11,2,343,240,416,255,170,257,82
2018-05-11,2,255,0,0,0,170,255,82
2018-05-11,2,6,0,0,0,170,6,82
2018-05-11,2,0,0,0,0,170,6,82
2018-05-11,2,6,6,0,0,170,6,82
2018-05-11,2,6,6,6,6,170,6,82
2018-05-11,2,6,6,6,0,170,6,82
2018-05-11,2,6,6,6,6,170,6,82
2018-05-11,2,6,6,6,6,170,6,82
2018-05-11,2,6,6,6,6,170,461,82
2018-05-11,2,6,6,6,6,170,6,82
2018-05-11,2,6,6,6,6,170,6,82
2018-05-11,2,474,416,0,0,455,240,82
2018-05-11,2,416,0,0,0,455,474,82
2018-05-11,2,368,240,474,416,455,461,82
2018-05-11,2,0,0,0,0,455,416,82
2018-05-11,2,240,474,416,0,455,368,82
2018-05-11,2,398,240,0,0,170,300,82
2018-05-11,2,240,0,0,0,170,398,82
2018-05-11,2,240,300,343,398,170,461,82
2018-05-11,2,343,398,240,0,170,300,82
2018-05-11,2,0,0,0,0,170,240,82
2018-05-11,2,300,343,398,240,170,240,82
2018-05-11,2,398,240,0,0,170,343,82
2018-05-11,2,77,240,165,240,170,461,82
2018-05-11,2,165,240,0,0,170,240,82
2018-05-11,2,240,0,0,0,170,165,82
2018-05-11,2,0,0,0,0,170,240,82
2018-05-11,2,240,165,240,0,170,77,82
2018-05-11,2,0,0,0,0,170,283,82
2018-05-11,2,283,0,0,0,170,240,82
2018-05-11,2,240,283,0,0,170,368,82
2018-05-11,2,368,240,283,0,170,461,82
2018-05-11,2,0,0,0,0,170,240,82
2018-05-11,2,240,80,240,386,170,154,82
2018-05-11,2,240,0,0,0,170,386,82
2018-05-11,2,80,240,154,240,170,240,82
2018-05-11,2,240,154,240,80,170,80,82
2018-05-11,2,80,240,386,240,170,240,82
2018-05-11,2,240,386,240,0,170,80,82
2018-05-11,2,240,80,240,154,170,461,82
2018-05-11,2,386,240,0,0,170,240,82
2018-05-11,2,154,240,80,240,170,240,82
2018-05-11,2,0,0,0,0,170,414,82
2018-05-11,2,178,195,414,0,170,240,82
2018-05-11,2,414,0,0,0,170,195,82
2018-05-11,2,195,414,0,0,170,178,82
2018-05-11,2,178,195,414,0,170,461,82
2018-05-11,2,240,178,195,414,170,461,82
2018-05-11,2,195,414,0,0,170,178,82
2018-05-11,2,414,0,0,0,170,195,82
2018-05-11,2,14,0,0,0,170,368,82
2018-05-11,2,240,368,14,0,170,461,82
2018-05-11,2,368,14,0,0,170,240,82
2018-05-11,2,0,0,0,0,170,14,82
2018-05-11,2,70,240,0,0,170,240,82
2018-05-11,2,240,0,0,0,170,70,82
2018-05-11,2,100,240,70,240,170,156,82
2018-05-11,2,0,0,0,0,170,240,82
2018-05-11,2,240,156,100,240,170,461,82
2018-05-11,2,240,70,240,0,170,100,82
2018-05-11,2,156,100,240,70,170,240,82
2018-05-11,2,241,0,0,0,170,369,82
2018-05-11,2,369,241,0,0,170,437,82
2018-05-11,2,0,0,0,0,170,241,82
2018-05-11,2,240,0,0,0,170,255,82
2018-05-11,2,240,255,240,0,170,461,82
2018-05-11,2,255,240,0,0,170,240,82
2018-05-11,2,0,0,0,0,170,240,82
2018-05-11,2,0,0,0,0,170,240,82
2018-05-11,2,80,240,0,0,170,240,82
2018-05-11,2,240,0,0,0,170,80,82
2018-05-11,2,240,80,240,0,170,461,82
2018-05-11,2,246,133,14,133,170,133,82
2018-05-11,2,0,0,0,0,170,471,82
2018-05-11,2,133,471,0,0,170,14,82
2018-05-11,2,133,246,133,14,170,246,82
2018-05-11,2,14,133,471,0,170,133,82
2018-05-11,2,246,133,246,133,170,133,82
2018-05-11,2,471,0,0,0,170,133,82
2018-05-11,2,133,14,133,471,170,246,82
2018-05-11,2,368,240,474,432,455,461,82
2018-05-11,2,0,0,0,0,455,432,82
2018-05-11,2,432,0,0,0,455,474,82
2018-05-11,2,474,432,0,0,455,240,82
2018-05-11,2,240,474,432,0,455,368,82
2018-05-11,2,0,0,0,0,455,485,82
2018-05-11,2,88,368,485,0,455,209,82
2018-05-11,2,88,368,485,0,455,195,82
2018-05-11,2,368,485,0,0,455,88,82
2018-05-11,2,485,0,0,0,455,368,82
2018-05-11,2,195,88,368,485,455,209,82
2018-05-11,2,240,444,240,0,170,461,82
2018-05-11,2,0,0,0,0,170,240,82
2018-05-11,2,240,0,0,0,170,444,82
2018-05-11,2,444,240,0,0,170,240,82
2018-05-11,2,400,240,0,0,170,14,82
2018-05-11,2,14,400,240,0,170,240,82
2018-05-11,2,240,0,0,0,170,400,82
2018-05-11,2,0,0,0,0,170,240,82
2018-05-11,2,240,14,400,240,170,461,82
2018-05-11,2,257,240,255,0,170,255,82
2018-05-11,2,240,255,0,0,170,257,82
2018-05-11,2,255,0,0,0,170,240,82
2018-05-11,2,0,0,0,0,170,255,82
2018-05-11,2,255,257,240,255,170,461,82
2018-05-11,2,177,0,0,0,170,240,82
2018-05-11,2,240,177,0,0,170,461,82
2018-05-11,2,0,0,0,0,170,177,82
2018-05-11,2,0,0,0,0,170,255,82
2018-05-11,2,255,0,0,0,170,255,82
2018-05-11,2,240,0,0,0,170,411,82
2018-05-11,2,0,0,0,0,170,240,82
2018-05-11,2,178,88,0,0,170,3,82
2018-05-11,2,3,178,88,0,170,67,82
2018-05-11,2,0,0,0,0,170,88,82
2018-05-11,2,88,0,0,0,170,178,82
2018-05-11,2,0,0,0,0,170,88,82
2018-05-11,2,88,0,0,0,170,178,82
2018-05-11,2,178,88,0,0,170,3,82
2018-05-11,2,288,0,0,0,170,168,82
2018-05-11,2,0,0,0,0,170,288,82
2018-05-11,2,469,343,168,288,170,461,82
2018-05-11,2,168,288,0,0,170,343,82
2018-05-11,2,343,168,288,0,170,469,82
2018-05-11,2,0,0,0,0,170,240,82
2018-05-11,2,407,317,240,0,170,240,82
2018-05-11,2,240,0,0,0,170,317,82
2018-05-11,2,240,407,317,240,170,461,82
2018-05-11,2,317,240,0,0,170,407,82
2018-05-11,2,18,0,0,0,455,368,82
2018-05-11,2,0,0,0,0,455,18,82
2018-05-11,2,368,18,0,0,455,461,82
2018-05-11,2,240,0,0,0,170,70,82
2018-05-11,2,240,398,70,240,170,461,82
2018-05-11,2,0,0,0,0,170,240,82
2018-05-11,2,398,70,240,0,170,156,82
2018-05-11,2,156,398,70,240,170,368,82
2018-05-11,2,70,240,0,0,170,398,82
2018-05-11,2,368,156,398,70,170,240,82
2018-05-11,2,398,70,240,0,170,240,82
2018-05-11,2,416,0,0,0,170,240,82
2018-05-11,2,240,200,240,416,170,461,82
2018-05-11,2,240,200,240,416,170,461,82
2018-05-11,2,240,416,0,0,170,200,82
2018-05-11,2,200,240,416,0,170,240,82
2018-05-11,2,461,240,200,240,170,368,82
2018-05-11,2,0,0,0,0,170,416,82
2018-05-11,2,226,368,461,240,170,461,82
2018-05-11,2,368,461,240,200,170,226,82
2018-05-11,2,200,240,416,0,170,240,82
2018-05-11,2,209,88,0,0,170,461,82
2018-05-11,2,88,0,0,0,170,209,82
2018-05-11,2,0,0,0,0,170,88,82
2018-05-11,2,0,0,0,0,170,449,82
2018-05-11,2,449,0,0,0,170,461,82
2018-05-11,2,240,449,0,0,170,461,82
2018-05-11,2,449,0,0,0,170,240,82
2018-05-11,2,118,0,0,0,455,461,82
2018-05-11,2,0,0,0,0,455,118,82
2018-05-11,2,279,131,0,0,455,461,82
2018-05-11,2,0,0,0,0,455,131,82
2018-05-11,2,131,0,0,0,455,279,82
2018-05-11,2,0,0,0,0,170,88,82
2018-05-11,2,168,88,0,0,170,405,82
2018-05-11,2,168,88,0,0,170,405,82
2018-05-11,2,88,0,0,0,170,168,82
2018-05-11,2,0,0,0,0,170,88,82
2018-05-11,2,168,88,0,0,170,240,82
2018-05-11,2,168,88,0,0,170,240,82
2018-05-11,2,240,168,88,0,170,461,82
2018-05-11,2,168,88,0,0,170,240,82
2018-05-11,2,88,0,0,0,170,168,82
2018-05-11,2,0,0,0,0,170,88,82
2018-05-11,2,240,168,88,0,170,461,82
2018-05-11,2,88,0,0,0,170,168,82
2018-05-11,2,240,168,88,0,170,461,82
2018-05-11,2,415,240,375,215,170,402,82
2018-05-11,2,402,415,240,375,170,471,82
2018-05-11,2,240,375,215,0,170,415,82
2018-05-11,2,375,215,0,0,170,415,82
2018-05-11,2,375,215,0,0,170,240,82
2018-05-11,2,215,0,0,0,170,375,82
2018-05-11,2,0,0,0,0,170,215,82
2018-05-11,2,422,0,0,0,170,240,82
2018-05-11,2,422,0,0,0,170,461,82
2018-05-11,2,0,0,0,0,170,422,82
2018-05-11,2,422,0,0,0,170,30,82
2018-05-11,2,240,422,0,0,170,461,82
2018-05-11,2,0,0,0,0,170,37,82
2018-05-11,2,368,240,439,369,170,461,82
2018-05-11,2,439,369,401,0,170,240,82
2018-05-11,2,0,0,0,0,170,401,82
2018-05-11,2,240,439,369,401,170,368,82
2018-05-11,2,369,401,0,0,170,439,82
2018-05-11,2,401,0,0,0,170,369,82
2018-05-11,2,369,401,240,0,170,439,82
2018-05-11,2,401,240,0,0,170,369,82
2018-05-11,2,240,0,0,0,170,401,82
2018-05-11,2,0,0,0,0,170,240,82
2018-05-11,2,0,0,0,0,170,485,82
2018-05-11,2,416,0,0,0,170,240,82
2018-05-11,2,240,416,0,0,170,199,82
2018-05-11,2,199,240,416,0,170,30,82
2018-05-11,2,0,0,0,0,170,416,82
2018-05-11,2,240,296,240,0,170,461,82
2018-05-11,2,296,240,0,0,170,240,82
2018-05-11,2,240,0,0,0,170,296,82
2018-05-11,2,0,0,0,0,170,240,82
2018-05-11,2,224,283,0,0,170,283,82
2018-05-11,2,416,224,283,224,170,240,82
2018-05-11,2,283,224,283,0,170,224,82
2018-05-11,2,85,240,416,224,170,283,82
2018-05-11,2,240,416,224,283,170,85,82
2018-05-11,2,0,0,0,0,170,283,82
2018-05-11,2,224,283,224,283,170,416,82
2018-05-11,2,283,0,0,0,170,224,82
2018-05-11,2,0,0,0,0,170,416,82
2018-05-11,2,416,0,0,0,170,400,82
2018-05-11,2,400,416,0,0,170,461,82
2018-05-11,2,0,0,0,0,170,240,82
2018-05-11,2,240,240,240,0,170,325,82
2018-05-11,2,325,240,240,240,170,30,82
2018-05-11,2,240,0,0,0,170,240,82
2018-05-11,2,240,240,0,0,170,240,82
2018-05-11,2,432,0,0,0,170,283,82
2018-05-11,2,368,283,432,0,170,461,82
2018-05-11,2,283,432,0,0,170,368,82
2018-05-11,2,0,0,0,0,170,432,82
2018-05-11,2,88,0,0,0,170,209,82
2018-05-11,2,0,0,0,0,170,88,82
2018-05-11,2,209,88,0,0,170,240,82
2018-05-11,2,240,209,88,0,170,469,82
2018-05-11,2,262,219,0,0,170,461,82
2018-05-11,2,0,0,0,0,170,219,82
2018-05-11,2,0,0,0,0,170,219,82
2018-05-11,2,0,0,0,0,170,219,82
2018-05-11,2,219,0,0,0,170,262,82
2018-05-11,2,368,224,463,0,170,176,82
2018-05-11,2,0,0,0,0,170,463,82
2018-05-11,2,224,463,0,0,170,368,82
2018-05-11,2,240,176,368,224,170,461,82
2018-05-11,2,0,0,0,0,170,463,82
2018-05-11,2,176,368,224,463,170,240,82
2018-05-11,2,176,368,224,463,170,461,82
2018-05-11,2,176,368,224,463,170,30,82
2018-05-11,2,463,0,0,0,170,224,82
2018-05-11,2,0,0,0,0,170,173,82
2018-05-11,2,240,0,0,0,170,173,82
2018-05-11,2,173,240,0,0,170,240,82
2018-05-11,2,240,173,240,0,170,461,82
2018-05-11,2,173,0,0,0,170,240,82
2018-05-11,2,173,240,0,0,170,240,82
2018-05-11,2,240,173,0,0,170,461,82
2018-05-11,2,0,0,0,0,170,240,82
2018-05-11,2,0,0,0,0,170,240,82
2018-05-11,2,173,240,0,0,170,461,82
2018-05-11,2,240,0,0,0,170,173,82
2018-05-11,2,173,240,0,0,170,461,82
2018-05-11,2,240,173,240,0,170,461,82
2018-05-11,2,173,0,0,0,170,461,82
2018-05-11,2,240,0,0,0,170,70,82
2018-05-11,2,205,156,70,240,170,461,82
2018-05-11,2,0,0,0,0,170,240,82
2018-05-11,2,156,70,240,0,170,205,82
2018-05-11,2,70,240,0,0,170,156,82
2018-05-11,2,66,0,0,0,455,170,82
2018-05-11,2,0,0,0,0,455,66,82
2018-05-11,2,240,0,0,0,170,138,82
2018-05-11,2,419,240,156,138,170,240,82
2018-05-11,2,138,240,0,0,170,156,82
2018-05-11,2,419,240,156,138,170,461,82
2018-05-11,2,156,138,240,0,170,240,82
2018-05-11,2,0,0,0,0,170,240,82
2018-05-11,2,240,419,240,156,170,461,82
2018-05-11,2,240,156,138,240,170,419,82
2018-05-11,2,0,0,0,0,170,481,82
2018-05-11,2,240,0,0,0,170,283,82
2018-05-11,2,283,240,0,0,170,240,82
2018-05-11,2,240,283,240,0,170,368,82
2018-05-11,2,0,0,0,0,170,240,82
2018-05-11,2,368,240,283,240,170,461,82
2018-05-11,2,131,0,0,0,455,461,82
2018-05-11,2,0,0,0,0,455,131,82
2018-05-11,2,0,0,0,0,170,288,82
2018-05-11,2,240,168,288,0,170,461,82
2018-05-11,2,240,209,88,0,170,461,82
2018-05-11,2,209,88,0,0,170,240,82
2018-05-11,2,168,288,0,0,170,240,82
2018-05-11,2,0,0,0,0,170,88,82
2018-05-11,2,88,0,0,0,170,209,82
2018-05-11,2,288,0,0,0,170,168,82
2018-05-11,2,168,288,0,0,170,30,82
2018-05-11,2,363,0,0,0,170,416,82
2018-05-11,2,416,363,0,0,170,240,82
2018-05-11,2,240,416,363,0,170,133,82
2018-05-11,2,0,0,0,0,170,363,82
2018-05-11,2,240,0,0,0,170,257,82
2018-05-11,2,0,0,0,0,170,240,82
2018-05-11,2,0,0,0,0,170,255,82
2018-05-11,2,0,0,0,0,170,313,82
2018-05-11,2,313,0,0,0,170,461,82
2018-05-11,2,258,240,283,0,170,240,82
2018-05-11,2,240,258,240,283,170,461,82
2018-05-11,2,240,283,0,0,170,258,82
2018-05-11,2,283,0,0,0,170,240,82
2018-05-11,2,0,0,0,0,170,283,82
2018-05-11,2,368,411,240,0,170,461,82
2018-05-11,2,411,240,0,0,170,368,82
2018-05-11,2,0,0,0,0,170,240,82
2018-05-11,2,240,0,0,0,170,411,82
2018-05-11,2,165,240,0,0,170,240,82
2018-05-11,2,240,0,0,0,170,165,82
2018-05-11,2,0,0,0,0,170,240,82
2018-05-11,2,240,165,240,0,170,461,82
2018-05-11,2,0,0,0,0,170,364,82
2018-05-11,2,0,0,0,0,170,240,82
2018-05-11,2,318,240,364,0,170,318,82
2018-05-11,2,240,0,0,0,170,318,82
2018-05-11,2,364,0,0,0,170,240,82
2018-05-11,2,240,364,0,0,170,318,82
2018-05-11,2,0,0,0,0,170,197,82
2018-05-11,2,197,0,0,0,170,124,82
2018-05-11,2,92,0,0,0,170,369,82
2018-05-11,2,0,0,0,0,170,92,82
2018-05-11,2,240,369,92,0,170,224,82
2018-05-11,2,224,240,369,92,170,461,82
2018-05-11,2,92,0,0,0,170,240,82
2018-05-11,2,369,92,0,0,170,240,82
2018-05-11,2,445,0,0,0,170,336,82
2018-05-11,2,240,336,445,0,170,368,82
2018-05-11,2,368,240,336,445,170,461,82
2018-05-11,2,0,0,0,0,170,445,82
2018-05-11,2,336,445,0,0,170,240,82
2018-05-11,2,226,226,0,0,170,240,82
2018-05-11,2,205,240,226,226,170,200,82
2018-05-11,2,226,0,0,0,170,226,82
2018-05-11,2,200,205,240,226,170,226,82
2018-05-11,2,240,226,226,0,170,205,82
2018-05-11,2,0,0,0,0,170,226,82
2018-05-11,2,226,200,205,240,170,461,82
2018-05-11,2,432,0,0,0,455,474,82
2018-05-11,2,474,432,0,0,455,240,82
2018-05-11,2,0,0,0,0,455,41,82
2018-05-11,2,240,41,0,0,455,240,82
2018-05-11,2,368,240,240,41,455,461,82
2018-05-11,2,0,0,0,0,455,432,82
2018-05-11,2,41,0,0,0,455,240,82
2018-05-11,2,240,240,41,0,455,368,82
2018-05-11,2,368,240,474,432,455,461,82
2018-05-11,2,240,474,432,0,455,368,82
2018-05-11,2,0,0,0,0,170,445,82
2018-05-11,2,0,0,0,0,170,445,82
2018-05-11,2,445,0,0,0,170,240,82
2018-05-11,2,445,0,0,0,170,240,82
2018-05-11,2,445,0,0,0,170,240,82
2018-05-11,2,240,445,0,0,170,461,82
2018-05-11,2,240,445,0,0,170,461,82
2018-05-11,2,445,0,0,0,170,461,82
2018-05-11,2,240,445,0,0,170,461,82
2018-05-11,2,0,0,0,0,170,445,82
2018-05-11,2,445,0,0,0,170,461,82
2018-05-11,2,445,0,0,0,170,461,82
2018-05-11,2,279,131,0,0,455,461,82
2018-05-11,2,0,0,0,0,455,131,82
2018-05-11,2,131,0,0,0,455,279,82
2018-05-11,2,0,0,0,0,170,246,82
2018-05-11,2,246,0,0,0,170,444,82
2018-05-11,2,246,133,246,0,170,133,82
2018-05-11,2,363,133,246,133,170,363,82
2018-05-11,2,133,246,0,0,170,246,82
2018-05-11,2,195,246,133,246,170,209,82
2018-05-11,2,246,133,246,0,170,195,82
2018-05-11,2,246,133,246,133,170,195,82
2018-05-11,2,246,0,0,0,170,133,82
2018-05-11,2,195,246,133,246,170,209,82
2018-05-11,2,0,0,0,0,170,246,82
2018-05-11,2,133,246,133,246,170,363,82
2018-05-11,2,133,246,133,246,170,246,82
2018-05-11,2,363,363,133,246,170,363,82
2018-05-11,2,246,133,246,133,170,133,82
2018-05-11,2,0,0,0,0,170,88,82
2018-05-11,2,240,219,0,0,170,461,82
2018-05-11,2,0,0,0,0,170,219,82
2018-05-11,2,219,0,0,0,170,240,82
2018-05-11,2,364,0,0,0,170,317,82
2018-05-11,2,240,317,364,0,170,461,82
2018-05-11,2,0,0,0,0,170,364,82
2018-05-11,2,317,364,0,0,170,240,82
2018-05-11,2,0,0,0,0,170,214,82
2018-05-11,2,279,214,0,0,170,240,82
2018-05-11,2,214,0,0,0,170,279,82
2018-05-11,2,368,240,279,214,170,461,82
2018-05-11,2,240,279,214,0,170,368,82
2018-05-11,2,0,0,0,0,170,318,82
2018-05-11,2,318,224,318,0,170,318,82
2018-05-11,2,318,318,224,318,170,461,82
2018-05-11,2,224,318,0,0,170,318,82
2018-05-11,2,318,0,0,0,170,224,82
2018-05-11,2,364,0,0,0,170,76,82
2018-05-11,2,0,0,0,0,170,416,82
2018-05-11,2,416,0,0,0,170,434,82
2018-05-11,2,0,0,0,0,170,364,82
2018-05-11,2,432,0,0,0,170,195,82
2018-05-11,2,368,240,227,195,170,461,82
2018-05-11,2,195,432,0,0,170,227,82
2018-05-11,2,240,227,195,432,170,368,82
2018-05-11,2,227,195,432,0,170,240,82
2018-05-11,2,0,0,0,0,170,432,82
2018-05-11,2,227,466,240,432,170,461,82
2018-05-11,2,0,0,0,0,170,432,82
2018-05-11,2,240,227,466,240,170,461,82
2018-05-11,2,432,0,0,0,170,240,82
2018-05-11,2,466,240,432,0,170,227,82
2018-05-11,2,227,466,240,432,170,240,82
2018-05-11,2,240,432,0,0,170,466,82
2018-05-11,2,0,0,0,0,170,240,82
2018-05-11,2,240,483,240,0,170,461,82
2018-05-11,2,483,240,0,0,170,240,82
2018-05-11,2,240,0,0,0,170,483,82
2018-05-11,2,0,0,0,0,170,177,82
2018-05-11,2,240,62,240,416,170,195,82
2018-05-11,2,62,240,416,0,170,240,82
2018-05-11,2,240,416,0,0,170,62,82
2018-05-11,2,0,0,0,0,170,416,82
2018-05-11,2,195,240,62,240,170,209,82
2018-05-11,2,416,0,0,0,170,240,82
2018-05-11,2,196,240,0,0,170,240,82
2018-05-11,2,240,0,0,0,170,196,82
2018-05-11,2,240,196,240,0,170,461,82
2018-05-11,2,0,0,0,0,170,240,82
